venue_name,venue_type,category,city,state,pincode,website_url,owner_name,owner_email,owner_phone,cuisine,address,country,latitude,longitude,google_maps_url,price_range
Shree,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Shree, Shri Gajanan Bhavan Road, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8162801,78.7341183,"https://www.google.com/maps?q=23.8162801,78.7341183",Budget
Jay Mata Di Chat Center,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Jay Mata Di Chat Center, Jyotesh Pandey Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8333376,78.7503479,"https://www.google.com/maps?q=23.8333376,78.7503479",Budget
Him Baahubali Resntorent,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Him Baahubali Resntorent, Jyotesh Pandey Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8296757,78.7513706,"https://www.google.com/maps?q=23.8296757,78.7513706",Budget
Bombay Chaupati Snacks Point,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Bombay Chaupati Snacks Point, Jyotesh Pandey Road, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8299504,78.7513174,"https://www.google.com/maps?q=23.8299504,78.7513174",Budget
SagarRestaurant & Bar,Restaurant,Bar & Restaurant,Berkheri Khurd,Madhya Pradesh,470115,,,,,indian,"SagarRestaurant & Bar, NH934, Garholi, Berkheri Khurd, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.8564351,78.7000396,"https://www.google.com/maps?q=23.8564351,78.7000396",Budget
Jatashankar Dhaba,Restaurant,Dhaba,Berkheri Khurd,Madhya Pradesh,470001,,,,,north_indian,"Jatashankar Dhaba, NH934, Pathariya Hat, Berkheri Khurd, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8541322,78.687503,"https://www.google.com/maps?q=23.8541322,78.687503",Budget
Suryansh Femily  Restaurant  Berkheri,Restaurant,Restaurant,Berkheri Khurd,Madhya Pradesh,470002,,,,,indian,"Suryansh Femily  Restaurant  Berkheri, NH934, Jarara, Berkheri Khurd, Sagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8550469,78.6367019,"https://www.google.com/maps?q=23.8550469,78.6367019",Budget
Family Guy Friends,Restaurant,Restaurant,Jeral,Madhya Pradesh,470115,,,,,multicuisine,"Family Guy Friends, NH934, Jarara, Jeral, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.8654296,78.6116239,"https://www.google.com/maps?q=23.8654296,78.6116239",Budget
ToofanTea Centre,Restaurant,Restaurant,Jeral,Madhya Pradesh,470115,,,,,multicuisine,"ToofanTea Centre, NH934, Jarara, Jeral, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.8673553,78.6111643,"https://www.google.com/maps?q=23.8673553,78.6111643",Budget
Chat Centre,Restaurant,Restaurant,Naryawali,Madhya Pradesh,470115,,,,,multicuisine,"Chat Centre, NH934, Naryawali, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9114567,78.5867372,"https://www.google.com/maps?q=23.9114567,78.5867372",Budget
Shree Hari Har Resturent,Restaurant,Restaurant,Naryawali,Madhya Pradesh,470115,,,,,multicuisine,"Shree Hari Har Resturent, NH934, Naryawali, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.912631,78.5849705,"https://www.google.com/maps?q=23.912631,78.5849705",Budget
Jay Gurudev Family Restaurant,Restaurant,Restaurant,Naryawali,Madhya Pradesh,470115,,,,,indian,"Jay Gurudev Family Restaurant, NH934, Naryawali, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9139762,78.5830489,"https://www.google.com/maps?q=23.9139762,78.5830489",Budget
Naresh Yadav,Restaurant,Restaurant,Kishunpura,Madhya Pradesh,470115,,,,,multicuisine,"Naresh Yadav, NH934, Kisunpura, Kishunpura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9296419,78.5470923,"https://www.google.com/maps?q=23.9296419,78.5470923",Budget
Raikwar Tea Point,Restaurant,Restaurant,Mudra Jeruwakhera,Madhya Pradesh,470115,,,,,multicuisine,"Raikwar Tea Point, SH19, Murara, Mudra Jeruwakhera, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.974995,78.4826494,"https://www.google.com/maps?q=23.974995,78.4826494",Budget
Shiva Dhaba & Restaurent,Restaurant,Dhaba,Kishunpura,Madhya Pradesh,470115,,,,,north_indian,"Shiva Dhaba & Restaurent, NH934, Kisunpura, Kishunpura, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.930147,78.5436571,"https://www.google.com/maps?q=23.930147,78.5436571",Budget
Raju Dhaba Rangeela Rajastan ka,Restaurant,Dhaba,Khurai,Madhya Pradesh,470115,,,,,north_indian,"Raju Dhaba Rangeela Rajastan ka, NH934, Tora, Khurai, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9469063,78.5161831,"https://www.google.com/maps?q=23.9469063,78.5161831",Budget
New Manohar Dairy,Restaurant,Restaurant,Mudra Jeruwakhera,Madhya Pradesh,470115,,,,,multicuisine,"New Manohar Dairy, NH934, Murara, Mudra Jeruwakhera, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9744973,78.4827447,"https://www.google.com/maps?q=23.9744973,78.4827447",Budget
Thakur Dhaba Sachin Thakur,Restaurant,Dhaba,Mudra Jeruwakhera,Madhya Pradesh,470115,,,,,north_indian,"Thakur Dhaba Sachin Thakur, NH934, Murara, Mudra Jeruwakhera, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9782682,78.4712214,"https://www.google.com/maps?q=23.9782682,78.4712214",Budget
Maharaj  Sweet's,Restaurant,Restaurant,Mudra Jeruwakhera,Madhya Pradesh,470115,,,,,multicuisine,"Maharaj  Sweet's, NH934, Murara, Mudra Jeruwakhera, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.9804746,78.4566067,"https://www.google.com/maps?q=23.9804746,78.4566067",Budget
Parsann Bhojnalal -Banhot,Restaurant,Restaurant,Silodha,Madhya Pradesh,470117,,,,,multicuisine,"Parsann Bhojnalal -Banhot, NH934, Bamhat, Silodha, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,23.9907306,78.4241802,"https://www.google.com/maps?q=23.9907306,78.4241802",Budget
Sree Radha Kishan Dhaba,Restaurant,Dhaba,Silodha,Madhya Pradesh,470117,,,,,north_indian,"Sree Radha Kishan Dhaba, NH934, Silodha, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0176227,78.3742894,"https://www.google.com/maps?q=24.0176227,78.3742894",Budget
Mayank Nan Baij Resntorant,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Mayank Nan Baij Resntorant, NH934, Jarwans, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.036562,78.3387424,"https://www.google.com/maps?q=24.036562,78.3387424",Budget
Sk Ape Spare Part,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Sk Ape Spare Part, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0376155,78.3367152,"https://www.google.com/maps?q=24.0376155,78.3367152",Budget
Kanha Bakers,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Kanha Bakers, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0402069,78.3326073,"https://www.google.com/maps?q=24.0402069,78.3326073",Budget
Tarun  Kushawaha,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Tarun  Kushawaha, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0417594,78.3286142,"https://www.google.com/maps?q=24.0417594,78.3286142",Budget
Kanha Pani Puri,Restaurant,Restaurant,Karampur,Madhya Pradesh,470117,,,,,multicuisine,"Kanha Pani Puri, SH62, Khurai, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0490116,78.3217264,"https://www.google.com/maps?q=24.0490116,78.3217264",Budget
Radhe Canten & Bekeri Center,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Radhe Canten & Bekeri Center, NH934, Jarwans, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0511608,78.3187686,"https://www.google.com/maps?q=24.0511608,78.3187686",Budget
Sengar Bhojnalaya,Restaurant,Restaurant,Karampur,Madhya Pradesh,470117,,,,,multicuisine,"Sengar Bhojnalaya, SH62, Khurai, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0514866,78.329912,"https://www.google.com/maps?q=24.0514866,78.329912",Budget
Patties Point,Restaurant,Restaurant,Karampur,Madhya Pradesh,470117,,,,,multicuisine,"Patties Point, SH62, Khurai, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0506851,78.3298251,"https://www.google.com/maps?q=24.0506851,78.3298251",Budget
Hot Chilli Fast Food,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Hot Chilli Fast Food, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0447137,78.3300833,"https://www.google.com/maps?q=24.0447137,78.3300833",Budget
Balaji Fast Food,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Balaji Fast Food, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0446088,78.33091,"https://www.google.com/maps?q=24.0446088,78.33091",Budget
Up Jayka  Resteurent,Restaurant,Restaurant,Khurai,Madhya Pradesh,470117,,,,,multicuisine,"Up Jayka  Resteurent, SH62, Khurai, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0421447,78.3340101,"https://www.google.com/maps?q=24.0421447,78.3340101",Budget
Mahakal Family Restourent,Restaurant,Restaurant,Koha,Madhya Pradesh,470117,,,,,multicuisine,"Mahakal Family Restourent, NH934, Ghatiyari, Khurai, Koha, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0585871,78.3125074,"https://www.google.com/maps?q=24.0585871,78.3125074",Budget
Milan Family Restourant,Restaurant,Restaurant,Koha,Madhya Pradesh,470117,,,,,multicuisine,"Milan Family Restourant, NH934, Ghatiyari, Nirtala, Koha, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0690515,78.3001406,"https://www.google.com/maps?q=24.0690515,78.3001406",Budget
Bhavya Resort,Restaurant,Resort Restaurant,Hingti,Madhya Pradesh,470113,,,,,multicuisine,"Bhavya Resort, NH934, Ghatiyari, Hiranchhipa, Hingti, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1650353,78.2198976,"https://www.google.com/maps?q=24.1650353,78.2198976",Budget
Royal Resraurant...........,Restaurant,Restaurant,Koha,Madhya Pradesh,470113,,,,,multicuisine,"Royal Resraurant..........., NH934, Ghatiyari, Etawa, Koha, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1794567,78.209408,"https://www.google.com/maps?q=24.1794567,78.209408",Budget
Satkar Dhaba Kaithoriya Brothers,Restaurant,Dhaba,Koha,Madhya Pradesh,470113,,,,,north_indian,"Satkar Dhaba Kaithoriya Brothers, NH934, Ghatiyari, Hiranchhipa, Koha, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1715197,78.21522,"https://www.google.com/maps?q=24.1715197,78.21522",Budget
Jain Family Resntra,Restaurant,Restaurant,Koha,Madhya Pradesh,470113,,,,,multicuisine,"Jain Family Resntra, NH934, Ghatiyari, Hiranchhipa, Koha, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1693655,78.2163592,"https://www.google.com/maps?q=24.1693655,78.2163592",Budget
Royal Restourat,Restaurant,Restaurant,Koha,Madhya Pradesh,470113,,,,,multicuisine,"Royal Restourat, NH934, Ghatiyari, Hiranchhipa, Koha, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1710276,78.2151378,"https://www.google.com/maps?q=24.1710276,78.2151378",Budget
Hotel Kalash,Restaurant,Hotel Restaurant,Koha,Madhya Pradesh,470113,,,,,multicuisine,"Hotel Kalash, NH934, Ghatiyari, Etawa, Koha, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1782281,78.2106407,"https://www.google.com/maps?q=24.1782281,78.2106407",Budget
Shimla Sweets,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Shimla Sweets, NH934, Ghatiyari, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1845361,78.2048408,"https://www.google.com/maps?q=24.1845361,78.2048408",Budget
Shree Nath Paw Bhaji Center,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Shree Nath Paw Bhaji Center, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1836619,78.2033211,"https://www.google.com/maps?q=24.1836619,78.2033211",Budget
Rajhans Sweets Bina Itawa,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Rajhans Sweets Bina Itawa, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1847803,78.2045908,"https://www.google.com/maps?q=24.1847803,78.2045908",Budget
Sujit Claudius,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Sujit Claudius, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1843324,78.2044613,"https://www.google.com/maps?q=24.1843324,78.2044613",Budget
Shri  Natraj Food Park,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Shri  Natraj Food Park, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1825234,78.2021671,"https://www.google.com/maps?q=24.1825234,78.2021671",Budget
Jhansi Beg Biryani,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Jhansi Beg Biryani, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1796744,78.1978708,"https://www.google.com/maps?q=24.1796744,78.1978708",Budget
Bikanermisthan Bhandar,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Bikanermisthan Bhandar, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1804483,78.1986998,"https://www.google.com/maps?q=24.1804483,78.1986998",Budget
New Punjab Hotel,Restaurant,Hotel Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"New Punjab Hotel, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1682462,78.1874238,"https://www.google.com/maps?q=24.1682462,78.1874238",Budget
Hotel Adarash Bhojnalay,Restaurant,Hotel Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Hotel Adarash Bhojnalay, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1681259,78.1873372,"https://www.google.com/maps?q=24.1681259,78.1873372",Budget
Laxmi Bhojnalaye,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Laxmi Bhojnalaye, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.167798,78.18743,"https://www.google.com/maps?q=24.167798,78.18743",Budget
Jain Shree Fast Food,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Jain Shree Fast Food, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1668744,78.1876924,"https://www.google.com/maps?q=24.1668744,78.1876924",Budget
Kapil Misthan  Bhandar,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Kapil Misthan  Bhandar, SH11, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1906514,78.2056036,"https://www.google.com/maps?q=24.1906514,78.2056036",Budget
Ram Babu Lce Cream,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Ram Babu Lce Cream, SH11, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1910379,78.2054763,"https://www.google.com/maps?q=24.1910379,78.2054763",Budget
Krishna Marriage Garden,Restaurant,Restaurant,Kirbida,Madhya Pradesh,470113,,,,,multicuisine,"Krishna Marriage Garden, SH61, Sabdha, Kirbida, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1800123,78.186534,"https://www.google.com/maps?q=24.1800123,78.186534",Budget
Mahaveer Mistan Bhandar,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Mahaveer Mistan Bhandar, SH11, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1873952,78.2074103,"https://www.google.com/maps?q=24.1873952,78.2074103",Budget
Tirupati Fast Food,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Tirupati Fast Food, SH11, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1886583,78.2072564,"https://www.google.com/maps?q=24.1886583,78.2072564",Budget
Mahaveer Kirana Bhandar,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Mahaveer Kirana Bhandar, SH11, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1906866,78.2061587,"https://www.google.com/maps?q=24.1906866,78.2061587",Budget
Dana Pani,Restaurant,Restaurant,Bina Etawa,Madhya Pradesh,470113,,,,,multicuisine,"Dana Pani, SH61, Etawa, Bina Etawa, Bina Tahsil, Sagar, Madhya Pradesh, 470113, India",India,24.1877812,78.2096914,"https://www.google.com/maps?q=24.1877812,78.2096914",Budget
Bina Highway Family Restaurant,Restaurant,Restaurant,Khimlasa,Madhya Pradesh,470118,,,,,indian,"Bina Highway Family Restaurant, SH61, Mala, Khimlasa, Khurai Tahsil, Sagar, Madhya Pradesh, 470118, India",India,24.2104491,78.3234388,"https://www.google.com/maps?q=24.2104491,78.3234388",Budget
Dinesh Hotel,Restaurant,Hotel Restaurant,Karampur,Madhya Pradesh,470118,,,,,multicuisine,"Dinesh Hotel, SH62, Khimlasa, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470118, India",India,24.2028883,78.3633559,"https://www.google.com/maps?q=24.2028883,78.3633559",Budget
Khimlasa Pankaj  Chinese,Restaurant,Restaurant,Khimlasa,Madhya Pradesh,470118,,,,,chinese,"Khimlasa Pankaj  Chinese, SH61, Khimlasa, Khurai Tahsil, Sagar, Madhya Pradesh, 470118, India",India,24.2032916,78.3634289,"https://www.google.com/maps?q=24.2032916,78.3634289",Budget
Nema Chat Center,Restaurant,Restaurant,Gadholi Jawahar,Madhya Pradesh,470118,,,,,multicuisine,"Nema Chat Center, SH61, Khimlasa, Gadholi Jawahar, Khurai Tahsil, Sagar, Madhya Pradesh, 470118, India",India,24.2036004,78.363462,"https://www.google.com/maps?q=24.2036004,78.363462",Budget
Bundelkhand Daba Pathariaya,Restaurant,Restaurant,Karampur,Madhya Pradesh,470117,,,,,multicuisine,"Bundelkhand Daba Pathariaya, SH62, Pathariyabodha, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.1617236,78.3589176,"https://www.google.com/maps?q=24.1617236,78.3589176",Budget
Jadu Fast Food,Restaurant,Restaurant,Patharia Bodha,Madhya Pradesh,470117,,,,,multicuisine,"Jadu Fast Food, SH62, Pathariyajagan, Patharia Bodha, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.1658341,78.3617729,"https://www.google.com/maps?q=24.1658341,78.3617729",Budget
Rajput Bhojnalay,Restaurant,Restaurant,Karampur,Madhya Pradesh,470118,,,,,multicuisine,"Rajput Bhojnalay, SH62, Pathariyajagan, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470118, India",India,24.1589769,78.3577724,"https://www.google.com/maps?q=24.1589769,78.3577724",Budget
Sai Restaurent,Restaurant,Restaurant,Karampur,Madhya Pradesh,470117,,,,,multicuisine,"Sai Restaurent, SH62, Mohali Buzurg, Karampur, Khurai Tahsil, Sagar, Madhya Pradesh, 470117, India",India,24.0722038,78.3318046,"https://www.google.com/maps?q=24.0722038,78.3318046",Budget
Thrayambakeraj Restaurent,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Thrayambakeraj Restaurent, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8497322,78.740674,"https://www.google.com/maps?q=23.8497322,78.740674",Budget
Jay Shree Fruts,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Jay Shree Fruts, MD1920, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8520708,78.7404062,"https://www.google.com/maps?q=23.8520708,78.7404062",Budget
Decvke Cream Parlour,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Decvke Cream Parlour, MD1920, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8532966,78.7407374,"https://www.google.com/maps?q=23.8532966,78.7407374",Budget
Prakash Pan Masala,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Prakash Pan Masala, MD1920, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8551428,78.7399627,"https://www.google.com/maps?q=23.8551428,78.7399627",Budget
Aisa Hotel,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Aisa Hotel, MD1920, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8553589,78.7394915,"https://www.google.com/maps?q=23.8553589,78.7394915",Budget
The Panjabi  B. R.& Rastaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"The Panjabi  B. R.& Rastaurant, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8505081,78.7432051,"https://www.google.com/maps?q=23.8505081,78.7432051",Budget
Garg Tiffin Centre,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Garg Tiffin Centre, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8496581,78.7425969,"https://www.google.com/maps?q=23.8496581,78.7425969",Budget
Subham Bhojnalay,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Subham Bhojnalay, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8480987,78.7424107,"https://www.google.com/maps?q=23.8480987,78.7424107",Budget
Sita Ki Rasoi,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Sita Ki Rasoi, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8482465,78.7429107,"https://www.google.com/maps?q=23.8482465,78.7429107",Budget
The Chintoos Restaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,indian,"The Chintoos Restaurant, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8484698,78.7423928,"https://www.google.com/maps?q=23.8484698,78.7423928",Budget
Shri Shai Restaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,indian,"Shri Shai Restaurant, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8483332,78.743297,"https://www.google.com/maps?q=23.8483332,78.743297",Budget
Rouddhr Hotel,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Rouddhr Hotel, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8486892,78.7443746,"https://www.google.com/maps?q=23.8486892,78.7443746",Budget
Krishna Fast Food Center,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Krishna Fast Food Center, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8491464,78.7397046,"https://www.google.com/maps?q=23.8491464,78.7397046",Budget
The Bakery Hut,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"The Bakery Hut, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8483938,78.7383505,"https://www.google.com/maps?q=23.8483938,78.7383505",Budget
Aashish Chicken Shop,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,fast_food,"Aashish Chicken Shop, NH934, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8486418,78.7377359,"https://www.google.com/maps?q=23.8486418,78.7377359",Budget
Kabir Dhaba,Restaurant,Dhaba,Sagar,Madhya Pradesh,470002,,,,,north_indian,"Kabir Dhaba, NH146, Bhainsa, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8667983,78.7277472,"https://www.google.com/maps?q=23.8667983,78.7277472",Budget
Shree Dev Gourisankar  Nasta & Bhojnalya,Restaurant,Restaurant,Sagar,Madhya Pradesh,470002,,,,,multicuisine,"Shree Dev Gourisankar  Nasta & Bhojnalya, NH146, Bhainsa, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470002, India",India,23.8643334,78.7213767,"https://www.google.com/maps?q=23.8643334,78.7213767",Budget
Shri Bholenath Nasta Chat Bhandir,Restaurant,Restaurant,Garhpahra,Madhya Pradesh,470115,,,,,multicuisine,"Shri Bholenath Nasta Chat Bhandir, NH146, Kurari, Garhpahra, Sagar Tahsil, Sagar, Madhya Pradesh, 470115, India",India,23.8992827,78.7245619,"https://www.google.com/maps?q=23.8992827,78.7245619",Budget
Raghav Dhaba,Restaurant,Dhaba,Rusalia,Madhya Pradesh,470001,,,,,north_indian,"Raghav Dhaba, NH44, Rusalla, Rusalia, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.889541,78.8128045,"https://www.google.com/maps?q=23.889541,78.8128045",Budget
Pathway Retreat Resort,Restaurant,Resort Restaurant,Rusalia,Madhya Pradesh,470001,,,,,multicuisine,"Pathway Retreat Resort, NH44, Rusalla, Rusalia, Sagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8914928,78.8160904,"https://www.google.com/maps?q=23.8914928,78.8160904",Budget
Saurabh Dhaba,Restaurant,Dhaba,Rusalia,Madhya Pradesh,470004,,,,,north_indian,"Saurabh Dhaba, NH44, Rusalla, Rusalia, Sagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8889382,78.8128159,"https://www.google.com/maps?q=23.8889382,78.8128159",Budget
